id,date,subject,counterbalance,condition,session,trial,side_dropped_stone,got_two_rewards,platforms_stabilized,comment
404,23.05.2022,nakuu,testfirst,control,3,4,left,yes,two,
405,23.05.2022,nakuu,testfirst,control,3,5,left,yes,two,
406,23.05.2022,nakuu,testfirst,control,3,6,left,yes,two,
407,23.05.2022,nakuu,testfirst,control,3,7,left,yes,two,
408,23.05.2022,nakuu,testfirst,control,3,8,left,yes,two,
409,24.05.2022,nakuu,testfirst,control,4,1,right,yes,two,
410,24.05.2022,nakuu,testfirst,control,4,2,right,yes,two,
411,24.05.2022,nakuu,testfirst,control,4,3,right,yes,two,
412,24.05.2022,nakuu,testfirst,control,4,4,right,yes,two,
413,24.05.2022,nakuu,testfirst,control,4,5,right,yes,two,
414,24.05.2022,nakuu,testfirst,control,4,6,right,yes,two,
415,24.05.2022,nakuu,testfirst,control,4,7,right,yes,one,
416,24.05.2022,nakuu,testfirst,control,4,8,right,yes,two,
417,22.05.2022,namukisa,controlfirst,control,1,1,right,no,one,
418,22.05.2022,namukisa,controlfirst,control,1,2,right,no,one,
419,23.05.2022,namukisa,controlfirst,control,1,3,right,yes,one,
420,23.05.2022,namukisa,controlfirst,control,1,4,right,yes,one,
421,23.05.2022,namukisa,controlfirst,control,1,5,right,yes,one,
422,23.05.2022,namukisa,controlfirst,control,1,6,right,yes,one,
423,23.05.2022,namukisa,controlfirst,control,1,7,right,yes,one,
424,23.05.2022,namukisa,controlfirst,control,1,8,right,yes,two,
425,24.05.2022,namukisa,controlfirst,control,2,1,left,yes,two,
426,24.05.2022,namukisa,controlfirst,control,2,2,left,yes,two,
427,24.05.2022,namukisa,controlfirst,control,2,3,left,yes,one,
428,24.05.2022,namukisa,controlfirst,control,2,4,left,yes,one,
429,24.05.2022,namukisa,controlfirst,control,2,5,left,yes,one,
430,24.05.2022,namukisa,controlfirst,control,2,6,left,yes,one,
431,24.05.2022,namukisa,controlfirst,control,2,7,left,no,one,
432,24.05.2022,namukisa,controlfirst,control,2,8,left,yes,one,
433,25.05.2022,namukisa,controlfirst,test,3,1,left,yes,one,
434,25.05.2022,namukisa,controlfirst,test,3,2,left,yes,two,
435,25.05.2022,namukisa,controlfirst,test,3,3,left,yes,two,
436,25.05.2022,namukisa,controlfirst,test,3,4,left,yes,two,
437,25.05.2022,namukisa,controlfirst,test,3,5,left,no,one,
438,25.05.2022,namukisa,controlfirst,test,3,6,left,no,one,
439,25.05.2022,namukisa,controlfirst,test,3,7,left,yes,two,
440,25.05.2022,namukisa,controlfirst,test,3,8,left,yes,two,
441,27.05.2022,namukisa,controlfirst,test,4,1,left,yes,two,
442,27.05.2022,namukisa,controlfirst,test,4,2,left,yes,two,
443,27.05.2022,namukisa,controlfirst,test,4,3,left,yes,two,
444,27.05.2022,namukisa,controlfirst,test,4,4,left,yes,two,
445,27.05.2022,namukisa,controlfirst,test,4,5,left,yes,two,
446,27.05.2022,namukisa,controlfirst,test,4,6,left,yes,two,
447,27.05.2022,namukisa,controlfirst,test,4,7,left,yes,two,
448,27.05.2022,namukisa,controlfirst,test,4,8,right,yes,two,
449,28.05.2022,cocoa,testfirst,test,1,1,left,no,one,
450,28.05.2022,cocoa,testfirst,test,1,2,left,no,one,
451,28.05.2022,cocoa,testfirst,test,1,3,left,yes,two,
452,28.05.2022,cocoa,testfirst,test,1,4,left,yes,two,
453,28.05.2022,cocoa,testfirst,test,1,5,left,yes,one,
454,28.05.2022,cocoa,testfirst,test,1,6,left,yes,one,
455,28.05.2022,cocoa,testfirst,test,1,7,right,yes,two,
456,28.05.2022,cocoa,testfirst,test,1,8,right,yes,two,
457,29.05.2022,cocoa,testfirst,test,2,1,right,yes,two,
458,29.05.2022,cocoa,testfirst,test,2,2,right,yes,one,
459,29.05.2022,cocoa,testfirst,test,2,3,left,yes,two,
460,29.05.2022,cocoa,testfirst,test,2,4,left,yes,one,
461,29.05.2022,cocoa,testfirst,test,2,5,right,yes,two,
462,29.05.2022,cocoa,testfirst,test,2,6,left,yes,two,
463,29.05.2022,cocoa,testfirst,test,2,7,right,no,one,
464,29.05.2022,cocoa,testfirst,test,2,8,right,yes,one,
465,30.05.2022,cocoa,testfirst,control,3,1,right,yes,two,
466,30.05.2022,cocoa,testfirst,control,3,2,right,yes,two,
467,30.05.2022,cocoa,testfirst,control,3,3,right,yes,two,
468,30.05.2022,cocoa,testfirst,control,3,4,right,yes,one,
469,30.05.2022,cocoa,testfirst,control,3,5,right,yes,one,
470,30.05.2022,cocoa,testfirst,control,3,6,right,yes,one,
471,30.05.2022,cocoa,testfirst,control,3,7,right,yes,one,
472,30.05.2022,cocoa,testfirst,control,3,8,right,yes,one,
473,31.05.2022,cocoa,testfirst,control,4,1,left,no,one,
474,31.05.2022,cocoa,testfirst,control,4,2,left,no,one,
475,31.05.2022,cocoa,testfirst,control,4,3,left,no,one,
476,31.05.2022,cocoa,testfirst,control,4,4,left,no,one,
477,31.05.2022,cocoa,testfirst,control,4,5,left,no,one,
478,31.05.2022,cocoa,testfirst,control,4,6,left,no,one,
479,31.05.2022,cocoa,testfirst,control,4,7,left,no,one,
480,31.05.2022,cocoa,testfirst,control,4,8,left,no,one,
